productID,productName,categoryID,quantityPerUnit,unitPrice_original,categoryName,orderID,unitPrice_ordertime,quantity,discount,customerID,orderDate,city,country
1,Chai,1,10 boxes x 20 bags,18.0,Beverages,10935,18.0,21,0.0,missing,missing,missing,missing
1,Chai,1,10 boxes x 20 bags,18.0,Beverages,11003,18.0,4,0.0,THECR,1998-04-06 00:00:00.000,Butte,USA
1,Chai,1,10 boxes x 20 bags,18.0,Beverages,11005,18.0,2,0.0,WILMK,1998-04-07 00:00:00.000,Helsinki,Finland
1,Chai,1,10 boxes x 20 bags,18.0,Beverages,11006,18.0,8,0.0,GREAL,1998-04-07 00:00:00.000,Eugene,USA
1,Chai,1,10 boxes x 20 bags,18.0,Beverages,11025,18.0,10,0.1,WARTH,1998-04-15 00:00:00.000,Oulu,Finland
1,Chai,1,10 boxes x 20 bags,18.0,Beverages,11031,18.0,45,0.0,SAVEA,1998-04-17 00:00:00.000,Boise,USA
1,Chai,1,10 boxes x 20 bags,18.0,Beverages,11035,18.0,10,0.0,missing,missing,missing,missing
1,Chai,1,10 boxes x 20 bags,18.0,Beverages,11047,18.0,25,0.25,EASTC,1998-04-24 00:00:00.000,London,UK
1,Chai,1,10 boxes x 20 bags,18.0,Beverages,11070,18.0,40,0.15,LEHMS,1998-05-05 00:00:00.000,Frankfurt a.M.,Germany
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10255,15.2,20,0.0,RICSU,1996-07-12 00:00:00.000,Genève,Switzerland
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10258,15.2,50,0.2,ERNSH,1996-07-17 00:00:00.000,Graz,Austria
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10264,15.2,35,0.0,FOLKO,1996-07-24 00:00:00.000,Bräcke,Sweden
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10298,15.2,40,0.0,HUNGO,1996-09-05 00:00:00.000,Cork,Ireland
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10327,15.2,25,0.2,FOLKO,1996-10-11 00:00:00.000,Bräcke,Sweden
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10335,15.2,7,0.2,HUNGO,1996-10-22 00:00:00.000,Cork,Ireland
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10342,15.2,24,0.2,FRANK,1996-10-30 00:00:00.000,München,Germany
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10393,15.2,25,0.25,SAVEA,1996-12-25 00:00:00.000,Boise,USA
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10418,15.2,60,0.0,QUICK,1997-01-17 00:00:00.000,Cunewalde,Germany
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10435,15.2,10,0.0,CONSH,1997-02-04 00:00:00.000,London,UK
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10440,15.2,45,0.15,SAVEA,1997-02-10 00:00:00.000,Boise,USA
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10469,15.2,40,0.15,WHITC,1997-03-10 00:00:00.000,Seattle,USA
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10485,15.2,20,0.1,LINOD,1997-03-25 00:00:00.000,I. de Margarita,Venezuela
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10504,19.0,12,0.0,WHITC,1997-04-11 00:00:00.000,Seattle,USA
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10611,19.0,10,0.0,WOLZA,1997-07-25 00:00:00.000,Warszawa,Poland
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10622,19.0,20,0.0,missing,missing,missing,missing
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10632,19.0,30,0.05,WANDK,1997-08-14 00:00:00.000,Stuttgart,Germany
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10641,19.0,50,0.0,HILAA,1997-08-22 00:00:00.000,San Cristóbal,Venezuela
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10703,19.0,5,0.0,FOLKO,1997-10-14 00:00:00.000,Bräcke,Sweden
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10714,19.0,30,0.25,SAVEA,1997-10-22 00:00:00.000,Boise,USA
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10722,19.0,3,0.0,SAVEA,1997-10-29 00:00:00.000,Boise,USA
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10741,19.0,15,0.2,AROUT,1997-11-14 00:00:00.000,London,UK
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10766,19.0,40,0.0,OTTIK,1997-12-05 00:00:00.000,Köln,Germany
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10787,19.0,15,0.05,LAMAI,1997-12-19 00:00:00.000,Toulouse,France
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10792,19.0,10,0.0,WOLZA,1997-12-23 00:00:00.000,Warszawa,Poland
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10806,19.0,20,0.25,missing,missing,missing,missing
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10813,19.0,12,0.2,missing,missing,missing,missing
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10829,19.0,10,0.0,ISLAT,1998-01-13 00:00:00.000,Cowes,UK
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10851,19.0,5,0.05,missing,missing,missing,missing
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10852,19.0,15,0.0,RATTC,1998-01-26 00:00:00.000,Albuquerque,USA
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10856,19.0,20,0.0,ANTON,1998-01-28 00:00:00.000,México D.F.,Mexico
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10866,19.0,21,0.25,BERGS,1998-02-03 00:00:00.000,Luleå,Sweden
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10885,19.0,20,0.0,missing,missing,missing,missing
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10888,19.0,20,0.0,missing,missing,missing,missing
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10939,19.0,10,0.15,MAGAA,1998-03-10 00:00:00.000,Bergamo,Italy
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,10991,19.0,50,0.2,QUICK,1998-04-01 00:00:00.000,Cunewalde,Germany
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,11021,19.0,11,0.25,QUICK,1998-04-14 00:00:00.000,Cunewalde,Germany
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,11030,19.0,100,0.25,SAVEA,1998-04-17 00:00:00.000,Boise,USA
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,11041,19.0,30,0.2,CHOPS,1998-04-22 00:00:00.000,Bern,Switzerland
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,11049,19.0,10,0.2,missing,missing,missing,missing
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,11070,19.0,20,0.15,LEHMS,1998-05-05 00:00:00.000,Frankfurt a.M.,Germany
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,11072,19.0,8,0.0,ERNSH,1998-05-05 00:00:00.000,Graz,Austria
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,11075,19.0,10,0.15,RICSU,1998-05-06 00:00:00.000,Genève,Switzerland
2,Chang,1,24 - 12 oz bottles,19.0,Beverages,11077,19.0,24,0.2,RATTC,1998-05-06 00:00:00.000,Albuquerque,USA
3,Aniseed Syrup,2,12 - 550 ml bottles,10.0,Condiments,10289,8.0,30,0.0,BSBEV,1996-08-26 00:00:00.000,London,UK
3,Aniseed Syrup,2,12 - 550 ml bottles,10.0,Condiments,10405,8.0,50,0.0,LINOD,1997-01-06 00:00:00.000,I. de Margarita,Venezuela
3,Aniseed Syrup,2,12 - 550 ml bottles,10.0,Condiments,10485,8.0,20,0.1,LINOD,1997-03-25 00:00:00.000,I. de Margarita,Venezuela
3,Aniseed Syrup,2,12 - 550 ml bottles,10.0,Condiments,10540,10.0,60,0.0,QUICK,1997-05-19 00:00:00.000,Cunewalde,Germany
3,Aniseed Syrup,2,12 - 550 ml bottles,10.0,Condiments,10591,10.0,14,0.0,VAFFE,1997-07-07 00:00:00.000,Århus,Denmark
3,Aniseed Syrup,2,12 - 550 ml bottles,10.0,Condiments,10702,10.0,6,0.0,ALFKI,1997-10-13 00:00:00.000,Berlin,Germany
3,Aniseed Syrup,2,12 - 550 ml bottles,10.0,Condiments,10742,10.0,20,0.0,BOTTM,1997-11-14 00:00:00.000,Tsawassen,Canada
3,Aniseed Syrup,2,12 - 550 ml bottles,10.0,Condiments,10764,10.0,20,0.1,ERNSH,1997-12-03 00:00:00.000,Graz,Austria
3,Aniseed Syrup,2,12 - 550 ml bottles,10.0,Condiments,10849,10.0,49,0.0,KOENE,1998-01-23 00:00:00.000,Brandenburg,Germany
3,Aniseed Syrup,2,12 - 550 ml bottles,10.0,Condiments,10857,10.0,30,0.0,BERGS,1998-01-28 00:00:00.000,Luleå,Sweden
3,Aniseed Syrup,2,12 - 550 ml bottles,10.0,Condiments,11017,10.0,25,0.0,ERNSH,1998-04-13 00:00:00.000,Graz,Austria
3,Aniseed Syrup,2,12 - 550 ml bottles,10.0,Condiments,11077,10.0,4,0.0,RATTC,1998-05-06 00:00:00.000,Albuquerque,USA
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10309,17.6,20,0.0,HUNGO,1996-09-19 00:00:00.000,Cork,Ireland
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10326,17.6,24,0.0,missing,missing,missing,missing
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10336,17.6,18,0.1,PRINI,1996-10-23 00:00:00.000,Lisboa,Portugal
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10339,17.6,10,0.0,MEREP,1996-10-28 00:00:00.000,Montréal,Canada
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10344,17.6,35,0.0,WHITC,1996-11-01 00:00:00.000,Seattle,USA
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10464,17.6,16,0.2,FURIB,1997-03-04 00:00:00.000,Lisboa,Portugal
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10511,22.0,50,0.15,missing,missing,missing,missing
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10527,22.0,50,0.1,QUICK,1997-05-05 00:00:00.000,Cunewalde,Germany
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10533,22.0,50,0.05,FOLKO,1997-05-12 00:00:00.000,Bräcke,Sweden
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10606,22.0,20,0.2,missing,missing,missing,missing
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10635,22.0,10,0.1,MAGAA,1997-08-18 00:00:00.000,Bergamo,Italy
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10636,22.0,25,0.0,WARTH,1997-08-19 00:00:00.000,Oulu,Finland
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10654,22.0,12,0.1,BERGS,1997-09-02 00:00:00.000,Luleå,Sweden
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10704,22.0,6,0.0,missing,missing,missing,missing
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10726,22.0,25,0.0,EASTC,1997-11-03 00:00:00.000,London,UK
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10846,22.0,21,0.0,missing,missing,missing,missing
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10913,22.0,30,0.25,missing,missing,missing,missing
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,10950,22.0,5,0.0,MAGAA,1998-03-16 00:00:00.000,Bergamo,Italy
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,11000,22.0,25,0.25,RATTC,1998-04-06 00:00:00.000,Albuquerque,USA
4,Chef Anton's Cajun Seasoning,2,48 - 6 oz jars,22.0,Condiments,11077,22.0,1,0.0,RATTC,1998-05-06 00:00:00.000,Albuquerque,USA
5,Chef Anton's Gumbo Mix,2,36 boxes,21.35,Condiments,10258,17.0,65,0.2,ERNSH,1996-07-17 00:00:00.000,Graz,Austria
5,Chef Anton's Gumbo Mix,2,36 boxes,21.35,Condiments,10262,17.0,12,0.2,RATTC,1996-07-22 00:00:00.000,Albuquerque,USA
5,Chef Anton's Gumbo Mix,2,36 boxes,21.35,Condiments,10290,17.0,20,0.0,missing,missing,missing,missing
5,Chef Anton's Gumbo Mix,2,36 boxes,21.35,Condiments,10382,17.0,32,0.0,ERNSH,1996-12-13 00:00:00.000,Graz,Austria
5,Chef Anton's Gumbo Mix,2,36 boxes,21.35,Condiments,10635,21.35,15,0.1,MAGAA,1997-08-18 00:00:00.000,Bergamo,Italy
5,Chef Anton's Gumbo Mix,2,36 boxes,21.35,Condiments,10708,21.35,4,0.0,THEBI,1997-10-17 00:00:00.000,Portland,USA
5,Chef Anton's Gumbo Mix,2,36 boxes,21.35,Condiments,10848,21.35,30,0.0,CONSH,1998-01-23 00:00:00.000,London,UK
5,Chef Anton's Gumbo Mix,2,36 boxes,21.35,Condiments,10958,21.35,20,0.0,OCEAN,1998-03-18 00:00:00.000,Buenos Aires,Argentina
5,Chef Anton's Gumbo Mix,2,36 boxes,21.35,Condiments,11030,21.35,70,0.0,SAVEA,1998-04-17 00:00:00.000,Boise,USA
5,Chef Anton's Gumbo Mix,2,36 boxes,21.35,Condiments,11047,21.35,30,0.25,EASTC,1998-04-24 00:00:00.000,London,UK
6,Grandma's Boysenberry Spread,2,12 - 8 oz jars,25.0,Condiments,10309,20.0,30,0.0,HUNGO,1996-09-19 00:00:00.000,Cork,Ireland
6,Grandma's Boysenberry Spread,2,12 - 8 oz jars,25.0,Condiments,10325,20.0,6,0.0,KOENE,1996-10-09 00:00:00.000,Brandenburg,Germany
6,Grandma's Boysenberry Spread,2,12 - 8 oz jars,25.0,Condiments,10618,25.0,70,0.0,MEREP,1997-08-01 00:00:00.000,Montréal,Canada
6,Grandma's Boysenberry Spread,2,12 - 8 oz jars,25.0,Condiments,10734,25.0,30,0.0,missing,missing,missing,missing
6,Grandma's Boysenberry Spread,2,12 - 8 oz jars,25.0,Condiments,10830,25.0,6,0.0,missing,missing,missing,missing
6,Grandma's Boysenberry Spread,2,12 - 8 oz jars,25.0,Condiments,10871,25.0,50,0.05,missing,missing,missing,missing
6,Grandma's Boysenberry Spread,2,12 - 8 oz jars,25.0,Condiments,10934,25.0,20,0.0,LEHMS,1998-03-09 00:00:00.000,Frankfurt a.M.,Germany
6,Grandma's Boysenberry Spread,2,12 - 8 oz jars,25.0,Condiments,10949,25.0,12,0.0,BOTTM,1998-03-13 00:00:00.000,Tsawassen,Canada
6,Grandma's Boysenberry Spread,2,12 - 8 oz jars,25.0,Condiments,10952,25.0,16,0.05,ALFKI,1998-03-16 00:00:00.000,Berlin,Germany
6,Grandma's Boysenberry Spread,2,12 - 8 oz jars,25.0,Condiments,10989,25.0,40,0.0,missing,missing,missing,missing
6,Grandma's Boysenberry Spread,2,12 - 8 oz jars,25.0,Condiments,11076,25.0,20,0.25,missing,missing,missing,missing
6,Grandma's Boysenberry Spread,2,12 - 8 oz jars,25.0,Condiments,11077,25.0,1,0.02,RATTC,1998-05-06 00:00:00.000,Albuquerque,USA
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10262,24.0,15,0.0,RATTC,1996-07-22 00:00:00.000,Albuquerque,USA
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10385,24.0,10,0.2,SPLIR,1996-12-17 00:00:00.000,Lander,USA
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10459,24.0,16,0.05,missing,missing,missing,missing
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10471,24.0,30,0.0,BSBEV,1997-03-11 00:00:00.000,London,UK
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10511,30.0,50,0.15,missing,missing,missing,missing
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10546,30.0,10,0.0,missing,missing,missing,missing
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10591,30.0,10,0.0,VAFFE,1997-07-07 00:00:00.000,Århus,Denmark
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10607,30.0,45,0.0,SAVEA,1997-07-22 00:00:00.000,Boise,USA
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10634,30.0,35,0.0,missing,missing,missing,missing
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10694,30.0,90,0.0,QUICK,1997-10-06 00:00:00.000,Cunewalde,Germany
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10766,30.0,35,0.0,OTTIK,1997-12-05 00:00:00.000,Köln,Germany
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10790,30.0,3,0.15,missing,missing,missing,missing
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10833,30.0,20,0.1,OTTIK,1998-01-15 00:00:00.000,Köln,Germany
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10858,30.0,5,0.0,missing,missing,missing,missing
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10908,30.0,20,0.05,REGGC,1998-02-26 00:00:00.000,Reggio Emilia,Italy
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10909,30.0,12,0.0,SANTG,1998-02-26 00:00:00.000,Stavern,Norway
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10940,30.0,8,0.0,missing,missing,missing,missing
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10958,30.0,6,0.0,OCEAN,1998-03-18 00:00:00.000,Buenos Aires,Argentina
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10962,30.0,45,0.0,QUICK,1998-03-19 00:00:00.000,Cunewalde,Germany
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10979,30.0,18,0.0,ERNSH,1998-03-26 00:00:00.000,Graz,Austria
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10982,30.0,20,0.0,BOTTM,1998-03-27 00:00:00.000,Tsawassen,Canada
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10987,30.0,60,0.0,EASTC,1998-03-31 00:00:00.000,London,UK
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,10988,30.0,60,0.0,RATTC,1998-03-31 00:00:00.000,Albuquerque,USA
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,11001,30.0,60,0.0,FOLKO,1998-04-06 00:00:00.000,Bräcke,Sweden
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,11010,30.0,20,0.0,REGGC,1998-04-09 00:00:00.000,Reggio Emilia,Italy
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,11023,30.0,4,0.0,BSBEV,1998-04-14 00:00:00.000,London,UK
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,11056,30.0,40,0.0,EASTC,1998-04-28 00:00:00.000,London,UK
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,11071,30.0,15,0.05,LILAS,1998-05-05 00:00:00.000,Barquisimeto,Venezuela
7,Uncle Bob's Organic Dried Pears,7,12 - 1 lb pkgs.,30.0,Produce,11077,30.0,1,0.05,RATTC,1998-05-06 00:00:00.000,Albuquerque,USA
8,Northwoods Cranberry Sauce,2,12 - 12 oz jars,40.0,Condiments,10344,32.0,70,0.25,WHITC,1996-11-01 00:00:00.000,Seattle,USA
8,Northwoods Cranberry Sauce,2,12 - 12 oz jars,40.0,Condiments,10345,32.0,70,0.0,QUICK,1996-11-04 00:00:00.000,Cunewalde,Germany
8,Northwoods Cranberry Sauce,2,12 - 12 oz jars,40.0,Condiments,10511,40.0,10,0.15,missing,missing,missing,missing
8,Northwoods Cranberry Sauce,2,12 - 12 oz jars,40.0,Condiments,10522,40.0,24,0.0,LEHMS,1997-04-30 00:00:00.000,Frankfurt a.M.,Germany
8,Northwoods Cranberry Sauce,2,12 - 12 oz jars,40.0,Condiments,10695,40.0,10,0.0,WILMK,1997-10-07 00:00:00.000,Helsinki,Finland
8,Northwoods Cranberry Sauce,2,12 - 12 oz jars,40.0,Condiments,10709,40.0,40,0.0,missing,missing,missing,missing
8,Northwoods Cranberry Sauce,2,12 - 12 oz jars,40.0,Condiments,10786,40.0,30,0.2,missing,missing,missing,missing
8,Northwoods Cranberry Sauce,2,12 - 12 oz jars,40.0,Condiments,10829,40.0,20,0.0,ISLAT,1998-01-13 00:00:00.000,Cowes,UK
8,Northwoods Cranberry Sauce,2,12 - 12 oz jars,40.0,Condiments,10893,40.0,30,0.0,KOENE,1998-02-18 00:00:00.000,Brandenburg,Germany
8,Northwoods Cranberry Sauce,2,12 - 12 oz jars,40.0,Condiments,10975,40.0,16,0.0,BOTTM,1998-03-25 00:00:00.000,Tsawassen,Canada
8,Northwoods Cranberry Sauce,2,12 - 12 oz jars,40.0,Condiments,10978,40.0,20,0.15,MAISD,1998-03-26 00:00:00.000,Bruxelles,Belgium
8,Northwoods Cranberry Sauce,2,12 - 12 oz jars,40.0,Condiments,11007,40.0,30,0.0,PRINI,1998-04-08 00:00:00.000,Lisboa,Portugal
8,Northwoods Cranberry Sauce,2,12 - 12 oz jars,40.0,Condiments,11077,40.0,2,0.1,RATTC,1998-05-06 00:00:00.000,Albuquerque,USA
9,Mishi Kobe Niku,6,18 - 500 g pkgs.,97.0,Meat/Poultry,10420,77.6,20,0.1,missing,missing,missing,missing
9,Mishi Kobe Niku,6,18 - 500 g pkgs.,97.0,Meat/Poultry,10515,97.0,16,0.15,QUICK,1997-04-23 00:00:00.000,Cunewalde,Germany
9,Mishi Kobe Niku,6,18 - 500 g pkgs.,97.0,Meat/Poultry,10687,97.0,50,0.25,HUNGO,1997-09-30 00:00:00.000,Cork,Ireland
9,Mishi Kobe Niku,6,18 - 500 g pkgs.,97.0,Meat/Poultry,10693,97.0,6,0.0,WHITC,1997-10-06 00:00:00.000,Seattle,USA
9,Mishi Kobe Niku,6,18 - 500 g pkgs.,97.0,Meat/Poultry,10848,97.0,3,0.0,CONSH,1998-01-23 00:00:00.000,London,UK
10,Ikura,8,12 - 200 ml jars,31.0,Seafood,10273,24.8,24,0.05,QUICK,1996-08-05 00:00:00.000,Cunewalde,Germany
10,Ikura,8,12 - 200 ml jars,31.0,Seafood,10276,24.8,15,0.0,TORTU,1996-08-08 00:00:00.000,México D.F.,Mexico
10,Ikura,8,12 - 200 ml jars,31.0,Seafood,10357,24.8,30,0.2,LILAS,1996-11-19 00:00:00.000,Barquisimeto,Venezuela
